"Horodateur,""What is your gender?"",""What is your age group?"",""What is your current level of study?"",""How many hours per week do you dedicate to studying (outside class)?"",""How would you rate your overall academic performance?"",""I create a weekly study schedule and follow it."",""I often postpone studying until the last minute."",""I set clear goals for each study session."",""I regularly assess my understanding of the material while studying."",""When I do not understand something, I look for additional resources to learn it."",""What revision strategy do you find most effective? "",""I use digital tools ( e.g., Notion, Quizlet, Google Docs, ChatGPT) to organize my studies."",""Using digital tools have improved my academic performance."",""I prefer studying in groups rather than studying alone."",""Working with classmates helps me understand difficult topics better."",""I actively contribute to group study sessions (e.g., sharing notes, explaining concepts)"",""I start revising course material well before exams."",""I use active revision techniques (e.g., practice questions, flashcards, summaries)."",""How do you stay motivated to study regularly? (Short answer)"""
"2025/12/06 08:55:33 AM UTC+1,""Male"",""18–22"",""Other"",""5–10 hours"",""Good"",""Agree"",""Disagree"",""Agree"",""Agree"",""Strongly disagree"",Conceptual models,""Strongly disagree"",""Strongly disagree"",""Neutral"",""Agree"",""Neutral"",""Agree"",""Strongly disagree"",Future self visualization"
"2025/12/06 01:20:18 PM UTC+1,""Female"",30 or older,""Master""’s,""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Graphic organizers,""Agree"",""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Agree"",""Agree"",Study before breakfast"
"2025/12/06 09:35:03 AM UTC+1,""Male"",""22–30"",""PhD"",More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Flowcharts,""Strongly disagree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Strongly disagree"",Study with nature sounds"
"2025/12/06 02:00:47 PM UTC+1,""Female"",Under 18,""Bachelor""’s,""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Simulations,""Strongly disagree"",""Strongly disagree"",Dis""Agree"",""Neutral"",Dis""Agree"",""Agree"",""Strongly disagree"",Study then exercise routine"
"2025/12/06 07:25:36 AM UTC+1,""Male"",30 or older,""Other"",Less than 5 hours,""Poor"",Disagree"",""Strongly disagree"",Dis""Agree"",Dis""Agree"",""Neutral"",Case studies,""Neutral"",""Neutral"",""Agree"",""Agree"",""Agree"",Dis""Agree"",""Neutral"",Study with pets company"
"2025/12/06 11:50:22 AM UTC+1,""Female"",""22–30"",""Master""’s,""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Peer instruction,""Agree"",""Agree"",""Neutral"",""Neutral"",""Neutral"",""Agree"",""Agree"",Study then relax rule"
"2025/12/06 08:05:11 AM UTC+1,""Male"",""18–22"",""Bachelor""’s,""5–10 hours"",""Average"",""Neutral"",""Agree"",""Neutral"",""Neutral"",Dis""Agree"",Jigsaw method,Dis""Agree"",Dis""Agree"",""Agree"",""Agree"",""Agree"",""Neutral"",""Neutral"",Study motivation quotes"
"2025/12/06 01:30:47 PM UTC+1,""Female"",30 or older,""PhD"",More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Problem-based learning,""Strongly disagree"",""Strongly disagree"",Dis""Agree"",Dis""Agree"",Dis""Agree"",""Strongly disagree"",""Strongly disagree"",Study progress photos"
"2025/12/06 10:45:33 AM UTC+1,""Male"",""22–30"",""Bachelor""’s,Less than 5 hours,""Good"",""Neutral"",Dis""Agree"",""Neutral"",""Neutral"",""Agree"",Inquiry-based learning,""Agree"",""Agree"",""Agree"",""Agree"",""Agree"",""Neutral"",""Agree"",Study with instrumental music"
"2025/12/06 03:10:18 PM UTC+1,""Female"",""18–22"",""Other"",""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Discovery learning,""Strongly disagree"",""Strongly disagree"",""Neutral"",""Agree"",""Neutral"",""Agree"",""Strongly disagree"",Study then treat system"
"2025/12/06 09:25:03 AM UTC+1,""Male"",30 or older,""Master""’s,""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Experiential learning,""Agree"",""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Agree"",""Agree"",Morning meditation then study"
"2025/12/06 02:50:47 PM UTC+1,""Female"",""22–30"",""PhD"",""5–10 hours"",""Average"",Dis""Agree"",""Agree"",Dis""Agree"",""Neutral"",""Neutral"",Service learning,""Neutral"",""Neutral"",""Agree"",""Agree"",""Agree"",Dis""Agree"",""Neutral"",Study then social media"
"2025/12/06 07:15:36 AM UTC+1,""Male"",Under 18,""Bachelor""’s,More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Cooperative learning,""Strongly disagree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Strongly disagree"",Study then video games"
"2025/12/06 12:40:22 PM UTC+1,""Female"",30 or older,""Other"",""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Collaborative learning,""Strongly disagree"",""Agree"",Dis""Agree"",""Neutral"",Dis""Agree"",""Agree"",""Agree"",Study then favorite snack"
"2025/12/06 10:05:11 AM UTC+1,""Male"",""22–30"",""Master""’s,Less than 5 hours,""Poor"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",Dis""Agree"",Competitive learning,Dis""Agree"",Dis""Agree"",""Agree"",""Agree"",""Agree"",""Strongly"" dis""Agree"",Dis""Agree"",Study then nap reward"
"2025/12/06 03:30:47 PM UTC+1,""Female"",""18–22"",""Bachelor""’s,""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Reciprocal teaching,""Agree"",""Agree"",""Neutral"",""Neutral"",""Neutral"",""Agree"",""Agree"",Study then walk outside"
"2025/12/06 08:55:33 AM UTC+1,""Male"",30 or older,""PhD"",""5–10 hours"",""Average"",""Agree"",""Agree"",""Neutral"",""Agree"",""Neutral"",Dialogic teaching,""Agree"",""Agree"",""Neutral"",""Neutral"",""Neutral"",""Agree"",""Agree"",Study then coffee break"
"2025/12/06 01:20:18 PM UTC+1,""Female"",""22–30"",""Bachelor""’s,More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Socratic method,""Strongly disagree"",""Strongly disagree"",Dis""Agree"",Dis""Agree"",Dis""Agree"",""Strongly disagree"",""Strongly disagree"",Study then yoga"
"2025/12/06 09:35:03 AM UTC+1,""Male"",""18–22"",""Other"",Less than 5 hours,""Good"",""Neutral"",Dis""Agree"",""Neutral"",""Neutral"",""Agree"",Microteaching,""Agree"",""Agree"",""Agree"",""Agree"",""Agree"",""Neutral"",""Agree"",Study then music session"
"2025/12/06 02:00:47 PM UTC+1,""Female"",30 or older,""Master""’s,""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Peer assessment,""Strongly disagree"",""Strongly disagree"",""Neutral"",""Agree"",""Neutral"",""Agree"",""Strongly disagree"",Study then reading for pleasure"
"2025/12/06 07:25:36 AM UTC+1,""Male"",""22–30"",""PhD"",""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Self-assessment,""Agree"",""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Agree"",""Agree"",Study then cooking"
"2025/12/06 11:50:22 AM UTC+1,""Female"",Under 18,""Bachelor""’s,""5–10 hours"",""Average"",Dis""Agree"",""Agree"",Dis""Agree"",""Neutral"",""Neutral"",Formative assessment,""Neutral"",""Neutral"",""Agree"",""Agree"",""Agree"",Dis""Agree"",""Neutral"",Study then call a friend"
"2025/12/06 08:05:11 AM UTC+1,""Male"",30 or older,""Other"",More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Summative assessment,""Strongly disagree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Strongly disagree"",Study then movie night"
"2025/12/06 01:30:47 PM UTC+1,""Female"",""22–30"",""Master""’s,Less than 5 hours,""Poor"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",Dis""Agree"",Diagnostic assessment,Dis""Agree"",Dis""Agree"",""Agree"",""Agree"",""Agree"",""Strongly"" dis""Agree"",Dis""Agree"",Study then shopping reward"
"2025/12/06 10:45:33 AM UTC+1,""Male"",""18–22"",""Bachelor""’s,""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Performance assessment,""Agree"",""Agree"",""Neutral"",""Neutral"",""Neutral"",""Agree"",""Agree"",Study then gym session"
"2025/12/06 03:10:18 PM UTC+1,""Female"",30 or older,""PhD"",""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Portfolio assessment,""Strongly disagree"",""Agree"",Dis""Agree"",""Neutral"",Dis""Agree"",""Agree"",""Agree"",Study then art hobby"
"2025/12/06 09:25:03 AM UTC+1,""Male"",""22–30"",""Bachelor""’s,More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Authentic assessment,""Strongly disagree"",""Strongly disagree"",Dis""Agree"",Dis""Agree"",Dis""Agree"",""Strongly disagree"",""Strongly disagree"",Study then gaming session"
"2025/12/06 02:50:47 PM UTC+1,""Female"",""18–22"",""Other"",Less than 5 hours,""Average"",Dis""Agree"",""Agree"",Dis""Agree"",""Neutral"",""Neutral"",Dynamic assessment,""Neutral"",""Neutral"",""Agree"",""Agree"",""Agree"",Dis""Agree"",""Neutral"",Study then Netflix"
"2025/12/06 07:15:36 AM UTC+1,""Male"",30 or older,""Master""’s,""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Curriculum-based measurement,""Strongly disagree"",""Strongly disagree"",""Neutral"",""Agree"",""Neutral"",""Agree"",""Strongly disagree"",Study then podcast listening"
"2025/12/06 12:40:22 PM UTC+1,""Female"",""22–30"",""PhD"",""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Benchmark assessment,""Agree"",""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",""Agree"",""Agree"",Study then meditation"
"2025/12/0610:05:11 AM UTC+1,""Male"",Under 18,""Bachelor""’s,""5–10 hours"",""Poor"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly"" dis""Agree"",Dis""Agree"",Progress monitoring,Dis""Agree"",Dis""Agree"",""Agree"",""Agree"",""Agree"",""Strongly"" dis""Agree"",Dis""Agree"",Study then favorite drink"
"2025/12/06 03:30:47 PM UTC+1,""Female"",30 or older,""Other"",More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Outcome-based assessment,""Strongly disagree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Strongly disagree"",Study then dessert"
"2025/12/06 08:55:33 AM UTC+1,""Male"",""22–30"",""Master""’s,Less than 5 hours,""Good"",""Neutral"",Dis""Agree"",""Neutral"",""Neutral"",""Agree"",Competency-based assessment,""Agree"",""Agree"",""Agree"",""Agree"",""Agree"",""Neutral"",""Agree"",Study then social time"
"2025/12/06 01:20:18 PM UTC+1,""Female"",""18–22"",""Bachelor""’s,""5–10 hours"",""Average"",""Agree"",""Agree"",""Neutral"",""Agree"",""Neutral"",Standards-based assessment,""Agree"",""Agree"",""Neutral"",""Neutral"",""Neutral"",""Agree"",""Agree"",Study then tea break"
"2025/12/06 09:35:03 AM UTC+1,""Male"",30 or older,""PhD"",""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Criterion-referenced assessment,""Strongly disagree"",""Strongly disagree"",""Neutral"",""Agree"",""Neutral"",""Agree"",""Strongly disagree"",Study then short walk"
"2025/12/06 02:00:47 PM UTC+1,""Female"",""22–30"",""Bachelor""’s,More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Norm-referenced assessment,""Strongly disagree"",""Strongly disagree"",Dis""Agree"",Dis""Agree"",Dis""Agree"",""Strongly disagree"",""Strongly disagree"",Study then stretching"
"2025/12/06 07:25:36 AM UTC+1,""Male"",""18–22"",""Other"",Less than 5 hours,""Poor"",Dis""Agree"",""Strongly disagree"",Dis""Agree"",Dis""Agree"",""Neutral"",Ipsative assessment,""Neutral"",""Neutral"",""Agree"",""Agree"",""Agree"",Dis""Agree"",""Neutral"",Study then chat with family"
"2025/12/06 11:50:22 AM UTC+1,""Female"",30 or older,""Master""’s,""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Adaptive assessment,""Agree"",""Agree"",""Neutral"",""Neutral"",""Neutral"",""Agree"",""Agree"",Study then gardening"
"2025/12/06 08:05:11 AM UTC+1,""Male"",""22–30"",""PhD"",""5–10 hours"",""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Computerized adaptive testing,""Strongly disagree"",""Agree"",Dis""Agree"",""Neutral"",Dis""Agree"",""Agree"",""Agree"",Study then cleaning break"
"2025/12/06 01:30:47 PM UTC+1,""Female"",Under 18,""Bachelor""’s,""5–10 hours"",""Average"",""Disagree"",""Agree"",""Disagree"",""Neutral"",""Neutral"",Online assessment,""Neutral"",""Neutral"",""Agree"",""Agree"",""Agree"",""Disagree"",""Neutral"",Study then pet time"
"2025/12/06 10:45:33 AM UTC+1,""Male"",30 or older,""Other"",More than 15 hours,Excellent,""Strongly disagree"",""Strongly"" dis""Agree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Digital portfolio,""Strongly disagree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Agree"",""Strongly disagree"",""Strongly disagree"",Study then cooking dinner"
"2025/12/06 03:10:18 PM UTC+1,""Female"",""22–30"",""Master""""’s,Less than 5 hours,""Good"",""Neutral"",Dis""Agree"",""Neutral"",""Neutral"",""Agree"",E-portfolio,""Agree"",""Agree"",""Agree"",""Agree"",""Agree"",""Neutral"",""Agree"",Study then phone call"
"2025/12/06 09:25:03 AM UTC+1,""Male"",""18–22"",""Bachelor""’s,""5–10 hours"",""Good"",""Agree"",""Neutral"",""Agree"",""Agree"",""Agree"",Video assessment,""Agree"",""Agree"",""Neutral"",""Neutral"",""Neutral"",""Agree"",""Agree"",Study then snack time"
"2025/12/06 02:50:47 PM UTC+1,""Female"",30 or older,""PhD"",""5–10 hours"",Excellent,""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",""Strongly disagree"",Audio recording assessment,""Strongly disagree"",""Strongly disagree"",Dis""Agree"",Dis""Agree"",Dis""Agree"",""Strongly disagree"",""""Strongly"" ""Agree"",""Study then music practice''"
"2025/12/06 08:15:36 AM UTC+1,""Male"",""22–30"",""Bachelor""’s,More than 15 hours,""Good"",""Agree"",Dis""Agree"",""Agree"",""Agree"",""Strongly disagree"",Presentation assessment,""Strongly disagree"",""Strongly disagree"",""Neutral"",""Agree"",""Neutral"",""Agree"",""Strongly disagree"",''Study then short video''"
"2025/12/06 12:40:22 PM UTC+1,""Female"",""18–22"",""Other"",Less than 5 hours,""Poor"",""Strongly disagree"",""Strongly agree"""",""Strongly disagree"",""Strongly"" ,""Disagree"",""Disagree"",Poster presentation,""Disagree"",""Disagree"",""Agree"",""Agree"",""Agree"",""Strongly disagree"",""Disagree"",''Study then coffee''"
